"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MLT","POP","MEN","MLN_PER","A","2004",0.198836,
"MLT","POP","MEN","MLN_PER","A","2005",0.200206,
"MLT","POP","MEN","MLN_PER","A","2006",0.20118,
"MLT","POP","MEN","MLN_PER","A","2007",0.202129,
"MLT","POP","MEN","MLN_PER","A","2008",0.20367,
"MLT","POP","MEN","MLN_PER","A","2009",0.205402,
"MLT","POP","MEN","MLN_PER","A","2010",0.206304,
"MLT","POP","MEN","MLN_PER","A","2011",0.207051,
"MLT","POP","MEN","MLN_PER","A","2012",0.209043,
"MLT","POP","MEN","MLN_PER","A","2013",0.212454,
"MLT","POP","MEN","MLN_PER","A","2014",0.217511,
"MLT","POP","MEN","MLN_PER","A","2015",0.223443,
"MLT","POP","MEN","MLN_PER","A","2016",0.229029,
"MLT","POP","MEN","MLN_PER","A","2017",0.236134,
"MLT","POP","MEN","MLN_PER","A","2018",0.246222,
"MLT","POP","MEN","MLN_PER","A","2019",0.258798,
"MLT","POP","MEN","MLN_PER","A","2020",0.266953,
"ROU","POP","MEN","MLN_PER","A","2000",10.971703,
"ROU","POP","MEN","MLN_PER","A","2001",10.813778,
"ROU","POP","MEN","MLN_PER","A","2002",10.564327,
"ROU","POP","MEN","MLN_PER","A","2003",10.511908,
"ROU","POP","MEN","MLN_PER","A","2004",10.451058,
"ROU","POP","MEN","MLN_PER","A","2005",10.384483,
"ROU","POP","MEN","MLN_PER","A","2006",10.320907,
"ROU","POP","MEN","MLN_PER","A","2007",10.169596,
"ROU","POP","MEN","MLN_PER","A","2008",10.000515,
"ROU","POP","MEN","MLN_PER","A","2009",9.916107,
"ROU","POP","MEN","MLN_PER","A","2010",9.856669,
"ROU","POP","MEN","MLN_PER","A","2011",9.805108,
"ROU","POP","MEN","MLN_PER","A","2012",9.770353,
"ROU","POP","MEN","MLN_PER","A","2013",9.75631,
"ROU","POP","MEN","MLN_PER","A","2014",9.730258,
"ROU","POP","MEN","MLN_PER","A","2015",9.681656,
"ROU","POP","MEN","MLN_PER","A","2016",9.627987,
"ROU","POP","MEN","MLN_PER","A","2017",9.580581,
"ROU","POP","MEN","MLN_PER","A","2018",9.528936,
"ROU","POP","MEN","MLN_PER","A","2019",9.482661,
"ROU","POP","MEN","MLN_PER","A","2020",9.419763,
"SAU","POP","MEN","MLN_PER","A","2000",11.248492,
"SAU","POP","MEN","MLN_PER","A","2001",11.568767,
"SAU","POP","MEN","MLN_PER","A","2002",11.95263,
"SAU","POP","MEN","MLN_PER","A","2003",12.380768,
"SAU","POP","MEN","MLN_PER","A","2004",12.823919,
"SAU","POP","MEN","MLN_PER","A","2005",13.260921,
"SAU","POP","MEN","MLN_PER","A","2006",13.683609,
"SAU","POP","MEN","MLN_PER","A","2007",14.098635,
"SAU","POP","MEN","MLN_PER","A","2008",14.517099,
"SAU","POP","MEN","MLN_PER","A","2009",14.956362,
"SAU","POP","MEN","MLN_PER","A","2010",15.427491,
"SAU","POP","MEN","MLN_PER","A","2011",15.932439,
"SAU","POP","MEN","MLN_PER","A","2012",16.46189,
"SAU","POP","MEN","MLN_PER","A","2013",17.001886,
"SAU","POP","MEN","MLN_PER","A","2014",17.533215,
"SAU","POP","MEN","MLN_PER","A","2015",18.040933,
"SAU","POP","MEN","MLN_PER","A","2016",18.259719,
"SAU","POP","MEN","MLN_PER","A","2017",18.745846,
"SAU","POP","MEN","MLN_PER","A","2018",19.240956,
"SAU","POP","MEN","MLN_PER","A","2019",19.739056,
"SAU","POP","MEN","MLN_PER","A","2020",20.231425,
"SGP","POP","MEN","MLN_PER","A","2000",1.634667,
"SGP","POP","MEN","MLN_PER","A","2001",1.658558,
"SGP","POP","MEN","MLN_PER","A","2002",1.684295,
"SGP","POP","MEN","MLN_PER","A","2003",1.673401,
"SGP","POP","MEN","MLN_PER","A","2004",1.695031,
"SGP","POP","MEN","MLN_PER","A","2005",1.721139,
"SGP","POP","MEN","MLN_PER","A","2006",1.748242,
"SGP","POP","MEN","MLN_PER","A","2007",1.775477,
"SGP","POP","MEN","MLN_PER","A","2008",1.802992,
"SGP","POP","MEN","MLN_PER","A","2009",1.844732,
"SGP","POP","MEN","MLN_PER","A","2010",1.861133,
"SGP","POP","MEN","MLN_PER","A","2011",1.86817,
"SGP","POP","MEN","MLN_PER","A","2012",1.880046,
"SGP","POP","MEN","MLN_PER","A","2013",1.891504,
"SGP","POP","MEN","MLN_PER","A","2014",1.90241,
"SGP","POP","MEN","MLN_PER","A","2015",1.916628,
"SGP","POP","MEN","MLN_PER","A","2016",1.929526,
"SGP","POP","MEN","MLN_PER","A","2017",1.943545,
"SGP","POP","MEN","MLN_PER","A","2018",1.955838,
"SGP","POP","MEN","MLN_PER","A","2019",1.969382,
"SGP","POP","MEN","MLN_PER","A","2020",1.977556,
"ZAF","POP","MEN","MLN_PER","A","2000",22.171606,
"ZAF","POP","MEN","MLN_PER","A","2001",22.46802,
"ZAF","POP","MEN","MLN_PER","A","2002",22.284862,
"ZAF","POP","MEN","MLN_PER","A","2003",22.525239,
"ZAF","POP","MEN","MLN_PER","A","2004",22.798074,
"ZAF","POP","MEN","MLN_PER","A","2005",23.091258,
"ZAF","POP","MEN","MLN_PER","A","2006",23.398982,
"ZAF","POP","MEN","MLN_PER","A","2007",23.730048,
"ZAF","POP","MEN","MLN_PER","A","2008",24.083239,
"ZAF","POP","MEN","MLN_PER","A","2009",24.451445,
"ZAF","POP","MEN","MLN_PER","A","2010",24.838894,
"ZAF","POP","MEN","MLN_PER","A","2011",25.245709,
"ZAF","POP","MEN","MLN_PER","A","2012",25.661036,
"ZAF","POP","MEN","MLN_PER","A","2013",26.081547,
"ZAF","POP","MEN","MLN_PER","A","2014",26.50889,
"ZAF","POP","MEN","MLN_PER","A","2015",26.934046,
"ZAF","POP","MEN","MLN_PER","A","2016",27.353761,
"ZAF","POP","MEN","MLN_PER","A","2017",27.790813,
"ZAF","POP","MEN","MLN_PER","A","2018",28.234542,
"ZAF","POP","MEN","MLN_PER","A","2019",28.676458,
"ZAF","POP","MEN","MLN_PER","A","2020",29.086248,
"WLD","POP","MEN","MLN_PER","A","2000",3093.433858,
"WLD","POP","MEN","MLN_PER","A","2001",3133.601761,
"WLD","POP","MEN","MLN_PER","A","2002",3173.900449,
"WLD","POP","MEN","MLN_PER","A","2003",3214.422031,
"WLD","POP","MEN","MLN_PER","A","2004",3255.262626,
"WLD","POP","MEN","MLN_PER","A","2005",3296.485267,
"WLD","POP","MEN","MLN_PER","A","2006",3338.132929,
"WLD","POP","MEN","MLN_PER","A","2007",3380.18302,
"WLD","POP","MEN","MLN_PER","A","2008",3422.546382,
"WLD","POP","MEN","MLN_PER","A","2009",3465.089423,
"WLD","POP","MEN","MLN_PER","A","2010",3507.703635,
"WLD","POP","MEN","MLN_PER","A","2011",3550.332593,
"WLD","POP","MEN","MLN_PER","A","2012",3592.963006,
"WLD","POP","MEN","MLN_PER","A","2013",3635.575332,
"WLD","POP","MEN","MLN_PER","A","2014",3678.161837,
"WLD","POP","MEN","MLN_PER","A","2015",3720.696374,
"WLD","POP","MEN","MLN_PER","A","2016",3763.157221,
"WLD","POP","MEN","MLN_PER","A","2017",3805.469093,
"WLD","POP","MEN","MLN_PER","A","2018",3847.487861,
"WLD","POP","MEN","MLN_PER","A","2019",3889.034611,
"WLD","POP","MEN","MLN_PER","A","2020",3929.973953,
"G20","POP","MEN","MLN_PER","A","2000",2089.8821135,
"G20","POP","MEN","MLN_PER","A","2001",2110.724404,
"G20","POP","MEN","MLN_PER","A","2002",2130.8231855,
"G20","POP","MEN","MLN_PER","A","2003",2151.323612,
"G20","POP","MEN","MLN_PER","A","2004",2171.82427,
"G20","POP","MEN","MLN_PER","A","2005",2192.388245,
"G20","POP","MEN","MLN_PER","A","2006",2212.954631,
"G20","POP","MEN","MLN_PER","A","2007",2233.85885495362,
"G20","POP","MEN","MLN_PER","A","2008",2254.77599,
"G20","POP","MEN","MLN_PER","A","2009",2275.1425425,
"G20","POP","MEN","MLN_PER","A","2010",2294.8092,
"G20","POP","MEN","MLN_PER","A","2011",2313.440624,
"G20","POP","MEN","MLN_PER","A","2012",2332.5297225,
"G20","POP","MEN","MLN_PER","A","2013",2351.198483,
"G20","POP","MEN","MLN_PER","A","2014",2369.933364,
"G20","POP","MEN","MLN_PER","A","2015",2387.9012745,
"G20","POP","MEN","MLN_PER","A","2016",2405.745462,
"G20","POP","MEN","MLN_PER","A","2017",2423.0349825,
"G20","POP","MEN","MLN_PER","A","2018",2439.9130365,
"G20","POP","MEN","MLN_PER","A","2019",2456.2323275,
"G20","POP","MEN","MLN_PER","A","2020",2470.9277925,
"OECD","POP","MEN","MLN_PER","A","2000",589.6287655,
"OECD","POP","MEN","MLN_PER","A","2001",594.04371,
"OECD","POP","MEN","MLN_PER","A","2002",598.473102,
"OECD","POP","MEN","MLN_PER","A","2003",602.801324,
"OECD","POP","MEN","MLN_PER","A","2004",607.21835,
"OECD","POP","MEN","MLN_PER","A","2005",611.776302,
"OECD","POP","MEN","MLN_PER","A","2006",616.4127995,
"OECD","POP","MEN","MLN_PER","A","2007",621.471810453618,
"OECD","POP","MEN","MLN_PER","A","2008",626.6102415,
"OECD","POP","MEN","MLN_PER","A","2009",631.275962,
"OECD","POP","MEN","MLN_PER","A","2010",635.215709,
"OECD","POP","MEN","MLN_PER","A","2011",638.3703185,
"OECD","POP","MEN","MLN_PER","A","2012",642.365007519568,
"OECD","POP","MEN","MLN_PER","A","2013",646.179365988442,
"OECD","POP","MEN","MLN_PER","A","2014",650.369058689533,
"OECD","POP","MEN","MLN_PER","A","2015",654.713153439853,
"OECD","POP","MEN","MLN_PER","A","2016",659.099840226865,
"OECD","POP","MEN","MLN_PER","A","2017",662.976391704307,
"OECD","POP","MEN","MLN_PER","A","2018",666.823082295725,
"OECD","POP","MEN","MLN_PER","A","2019",670.537078328416,
"OECD","POP","MEN","MLN_PER","A","2020",673.291943349556,
"EU27","POP","MEN","MLN_PER","A","2000",208.7111165,
"EU27","POP","MEN","MLN_PER","A","2001",208.969473,
"EU27","POP","MEN","MLN_PER","A","2002",209.4987005,
"EU27","POP","MEN","MLN_PER","A","2003",210.3366415,
"EU27","POP","MEN","MLN_PER","A","2004",211.1495545,
"EU27","POP","MEN","MLN_PER","A","2005",212.0283125,
"EU27","POP","MEN","MLN_PER","A","2006",212.7523875,
"EU27","POP","MEN","MLN_PER","A","2007",213.590279,
"EU27","POP","MEN","MLN_PER","A","2008",214.378689,
"EU27","POP","MEN","MLN_PER","A","2009",214.9236265,
"EU27","POP","MEN","MLN_PER","A","2010",215.513387,
"EU27","POP","MEN","MLN_PER","A","2011",214.888715,
"EU27","POP","MEN","MLN_PER","A","2012",215.2576975,
"EU27","POP","MEN","MLN_PER","A","2013",215.538644,
"EU27","POP","MEN","MLN_PER","A","2014",215.9777,
"EU27","POP","MEN","MLN_PER","A","2015",216.5516445,
"EU27","POP","MEN","MLN_PER","A","2016",217.163127,
"EU27","POP","MEN","MLN_PER","A","2017",217.5459365,
"EU27","POP","MEN","MLN_PER","A","2018",217.9669465,
"EU27","POP","MEN","MLN_PER","A","2019",218.4557355,
"EU27","POP","MEN","MLN_PER","A","2020",218.6280625,
