"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IRL","AVWAGE","TOT","USD","A","2020",49473.5528423192,
"ITA","AVWAGE","TOT","USD","A","2017",39933.7782410307,
"ITA","AVWAGE","TOT","USD","A","2018",39984.835445086,
"ITA","AVWAGE","TOT","USD","A","2019",40145.0764312802,
"ITA","AVWAGE","TOT","USD","A","2020",37769.0960760782,
"JPN","AVWAGE","TOT","USD","A","2017",37972.2553240193,
"JPN","AVWAGE","TOT","USD","A","2018",38461.9696054671,
"JPN","AVWAGE","TOT","USD","A","2019",39041.1371184532,
"JPN","AVWAGE","TOT","USD","A","2020",38514.8650629664,
"KOR","AVWAGE","TOT","USD","A","2017",40215.9819810045,
"KOR","AVWAGE","TOT","USD","A","2018",41624.493664802,
"KOR","AVWAGE","TOT","USD","A","2019",42296.7501308016,
"KOR","AVWAGE","TOT","USD","A","2020",41960.2703828377,
"LUX","AVWAGE","TOT","USD","A","2017",67392.8625925938,
"LUX","AVWAGE","TOT","USD","A","2018",67447.7599313664,
"LUX","AVWAGE","TOT","USD","A","2019",66839.504420292,
"LUX","AVWAGE","TOT","USD","A","2020",65854.0113373947,
"MEX","AVWAGE","TOT","USD","A","2017",16277.2517649564,
"MEX","AVWAGE","TOT","USD","A","2018",16637.0923837669,
"MEX","AVWAGE","TOT","USD","A","2019",16771.2855837208,
"MEX","AVWAGE","TOT","USD","A","2020",16229.9243523757,
"NLD","AVWAGE","TOT","USD","A","2017",58171.0255356831,
"NLD","AVWAGE","TOT","USD","A","2018",57581.3765270484,
"NLD","AVWAGE","TOT","USD","A","2019",57474.5458086939,
"NLD","AVWAGE","TOT","USD","A","2020",58827.5035366225,
"NOR","AVWAGE","TOT","USD","A","2017",54117.1054195178,
"NOR","AVWAGE","TOT","USD","A","2018",54690.6441797876,
"NOR","AVWAGE","TOT","USD","A","2019",55752.92248311,
"NOR","AVWAGE","TOT","USD","A","2020",55779.8295229485,
"POL","AVWAGE","TOT","USD","A","2017",28294.2608185384,
"POL","AVWAGE","TOT","USD","A","2018",30212.1776262265,
"POL","AVWAGE","TOT","USD","A","2019",31958.8646972613,
"POL","AVWAGE","TOT","USD","A","2020",32527.0516416767,
"PRT","AVWAGE","TOT","USD","A","2017",26819.6956570045,
"PRT","AVWAGE","TOT","USD","A","2018",27263.3186320833,
"PRT","AVWAGE","TOT","USD","A","2019",27977.8727594158,
"PRT","AVWAGE","TOT","USD","A","2020",28410.0381459127,
"SVK","AVWAGE","TOT","USD","A","2017",22071.9063755831,
"SVK","AVWAGE","TOT","USD","A","2018",22692.3963800056,
"SVK","AVWAGE","TOT","USD","A","2019",23437.8341806932,
"SVK","AVWAGE","TOT","USD","A","2020",23618.9987388768,
"ESP","AVWAGE","TOT","USD","A","2017",39325.9436907519,
"ESP","AVWAGE","TOT","USD","A","2018",39032.6393520738,
"ESP","AVWAGE","TOT","USD","A","2019",39054.6761544944,
"ESP","AVWAGE","TOT","USD","A","2020",37922.2024818766,
"SWE","AVWAGE","TOT","USD","A","2017",45680.5134360005,
"SWE","AVWAGE","TOT","USD","A","2018",45916.5839424171,
"SWE","AVWAGE","TOT","USD","A","2019",46417.9753348127,
"SWE","AVWAGE","TOT","USD","A","2020",47020.4898878129,
"CHE","AVWAGE","TOT","USD","A","2017",65150.6586711521,
"CHE","AVWAGE","TOT","USD","A","2018",64963.4039752928,
"CHE","AVWAGE","TOT","USD","A","2019",65905.7225341112,
"CHE","AVWAGE","TOT","USD","A","2020",64824.3810949184,
"GBR","AVWAGE","TOT","USD","A","2017",47145.5619187673,
"GBR","AVWAGE","TOT","USD","A","2018",47229.2283063641,
"GBR","AVWAGE","TOT","USD","A","2019",47936.6285671556,
"GBR","AVWAGE","TOT","USD","A","2020",47147.2016194233,
"USA","AVWAGE","TOT","USD","A","2017",64618.4522648294,
"USA","AVWAGE","TOT","USD","A","2018",65302.9401423,
"USA","AVWAGE","TOT","USD","A","2019",66382.5055522274,
"USA","AVWAGE","TOT","USD","A","2020",69391.8064217965,
"EST","AVWAGE","TOT","USD","A","2017",26417.3581993049,
"EST","AVWAGE","TOT","USD","A","2018",27919.8352648357,
"EST","AVWAGE","TOT","USD","A","2019",29948.4043811778,
"EST","AVWAGE","TOT","USD","A","2020",30720.2630723187,
"ISR","AVWAGE","TOT","USD","A","2017",37902.659531917,
"ISR","AVWAGE","TOT","USD","A","2018",38810.8301118814,
"ISR","AVWAGE","TOT","USD","A","2019",39537.252010571,
"ISR","AVWAGE","TOT","USD","A","2020",39321.7103925356,
"SVN","AVWAGE","TOT","USD","A","2017",38705.8105759538,
"SVN","AVWAGE","TOT","USD","A","2018",39376.8734926802,
"SVN","AVWAGE","TOT","USD","A","2019",40532.8461694317,
"SVN","AVWAGE","TOT","USD","A","2020",41445.1742823172,
"OECD","AVWAGE","TOT","USD","A","2017",47666.4333716334,
"OECD","AVWAGE","TOT","USD","A","2018",48218.9917840843,
"OECD","AVWAGE","TOT","USD","A","2019",48935.4787071949,
"OECD","AVWAGE","TOT","USD","A","2020",49165.3624509906,
"ISL","AVWAGE","TOT","USD","A","2017",69050.6369122972,
"ISL","AVWAGE","TOT","USD","A","2018",72465.7719215692,
"ISL","AVWAGE","TOT","USD","A","2019",70391.1575943075,
"ISL","AVWAGE","TOT","USD","A","2020",67488.0131063208,
"NZL","AVWAGE","TOT","USD","A","2017",43147.5639574373,
"NZL","AVWAGE","TOT","USD","A","2018",44120.764648889,
"NZL","AVWAGE","TOT","USD","A","2019",45092.03472025,
"NZL","AVWAGE","TOT","USD","A","2020",45269.4828055042,
"CHL","AVWAGE","TOT","USD","A","2017",27605.3111054751,
"CHL","AVWAGE","TOT","USD","A","2018",28573.7539263401,
"CHL","AVWAGE","TOT","USD","A","2019",29578.9720728487,
"CHL","AVWAGE","TOT","USD","A","2020",26728.9187554196,
"LVA","AVWAGE","TOT","USD","A","2017",26127.7969021104,
"LVA","AVWAGE","TOT","USD","A","2018",27106.5668664325,
"LVA","AVWAGE","TOT","USD","A","2019",28644.528894967,
"LVA","AVWAGE","TOT","USD","A","2020",29876.4197225361,
"LTU","AVWAGE","TOT","USD","A","2017",26382.371107254,
"LTU","AVWAGE","TOT","USD","A","2018",27572.3834502782,
"LTU","AVWAGE","TOT","USD","A","2019",29695.4026117346,
"LTU","AVWAGE","TOT","USD","A","2020",31810.9800849974,
